Old	New	ln_Old	ln_New	sqrt_Old	New/sqrt(Old)
7055	131	8,8615	4,8752	83,99	1,5596
7060	131	8,8622	4,8752	84,02	1,5591
7120	131	8,8707	4,8752	84,38	1,5525
7170	132	8,8777	4,8828	84,68	1,5589
7180	132	8,8791	4,8828	84,73	1,5578
7200	132	8,8818	4,8828	84,85	1,5556
7225	133	8,8853	4,8903	85,00	1,5647
7242	133	8,8877	4,8903	85,10	1,5629
7305	133	8,8963	4,8903	85,47	1,5561
7350	134	8,9025	4,8978	85,73	1,5630
7385	134	8,9072	4,8978	85,94	1,5593
7430	135	8,9133	4,9053	86,20	1,5662
7500	135	8,9227	4,9053	86,60	1,5588
7548	136	8,9290	4,9127	86,88	1,5654
7604	136	8,9364	4,9127	87,20	1,5596
7633	137	8,9402	4,9200	87,37	1,5681
7650	137	8,9425	4,9200	87,46	1,5664
7671	137	8,9452	4,9200	87,58	1,5642
7700	137	8,9490	4,9200	87,75	1,5613
7778	138	8,9591	4,9273	88,19	1,5648
7800	138	8,9619	4,9273	88,32	1,5625
7862	139	8,9698	4,9345	88,67	1,5676
7895	139	8,9740	4,9345	88,85	1,5644
7914	139	8,9764	4,9345	88,96	1,5625
7946	140	8,9804	4,9416	89,14	1,5706
8000	140	8,9872	4,9416	89,44	1,5652
8005	140	8,9878	4,9416	89,47	1,5648
8028	140	8,9907	4,9416	89,60	1,5625
8058	141	8,9944	4,9488	89,77	1,5707
8075	141	8,9965	4,9488	89,86	1,5691
8090	141	8,9984	4,9488	89,94	1,5676
8118	141	9,0018	4,9488	90,10	1,5649
8160	142	9,0070	4,9558	90,33	1,5720
8200	142	9,0119	4,9558	90,55	1,5681
8428	144	9,0393	4,9698	91,80	1,5686
8500	145	9,0478	4,9767	92,20	1,5727
8513	145	9,0493	4,9767	92,27	1,5715
8520	145	9,0502	4,9767	92,30	1,5709
8589	146	9,0582	4,9836	92,68	1,5754
8670	147	9,0676	4,9904	93,11	1,5787
8780	148	9,0802	4,9972	93,70	1,5795
8800	148	9,0825	4,9972	93,81	1,5777
8946	149	9,0990	5,0039	94,58	1,5753
8980	149	9,1028	5,0039	94,76	1,5723
9000	150	9,1050	5,0106	94,87	1,5811
9025	150	9,1078	5,0106	95,00	1,5789
9150	151	9,1215	5,0173	95,66	1,5786
9250	152	9,1324	5,0239	96,18	1,5804
9310	152	9,1388	5,0239	96,49	1,5753
9348	153	9,1429	5,0304	96,69	1,5825
9445	154	9,1532	5,0370	97,19	1,5846
9478	154	9,1567	5,0370	97,36	1,5818
9480	154	9,1569	5,0370	97,37	1,5817
9500	154	9,1590	5,0370	97,47	1,5800
9550	155	9,1643	5,0434	97,72	1,5861
9600	155	9,1695	5,0434	97,98	1,5820
9698	156	9,1797	5,0499	98,48	1,5841
9813	157	9,1915	5,0562	99,06	1,5849
9860	157	9,1962	5,0562	99,30	1,5811
9915	158	9,2018	5,0626	99,57	1,5868
9945	158	9,2048	5,0626	99,72	1,5844
9983	158	9,2086	5,0626	99,91	1,5813
9991	158	9,2094	5,0626	99,95	1,5807
10000	158	9,2103	5,0626	100,00	1,5800
10015	159	9,2118	5,0689	100,07	1,5888
10068	159	9,2171	5,0689	100,34	1,5846
10105	159	9,2208	5,0689	100,52	1,5817
10200	160	9,2301	5,0752	101,00	1,5842
10238	161	9,2339	5,0814	101,18	1,5912
10330	161	9,2428	5,0814	101,64	1,5841
10400	162	9,2496	5,0876	101,98	1,5885
10582	163	9,2669	5,0938	102,87	1,5845
10625	164	9,2710	5,0999	103,08	1,5910
10792	165	9,2866	5,1059	103,88	1,5883
10800	165	9,2873	5,1059	103,92	1,5877
11000	167	9,3057	5,1180	104,88	1,5923
11008	167	9,3064	5,1180	104,92	1,5917
11076	168	9,3125	5,1240	105,24	1,5963
11097	168	9,3144	5,1240	105,34	1,5948
11150	168	9,3192	5,1240	105,59	1,5910
11190	169	9,3228	5,1299	105,78	1,5976
11200	169	9,3237	5,1299	105,83	1,5969
11220	169	9,3255	5,1299	105,92	1,5955
11410	170	9,3422	5,1358	106,82	1,5915
11475	171	9,3479	5,1417	107,12	1,5963
11545	172	9,3540	5,1475	107,45	1,6008
11600	172	9,3588	5,1475	107,70	1,5970
11700	173	9,3673	5,1533	108,17	1,5994
11745	173	9,3712	5,1533	108,37	1,5963
11845	174	9,3797	5,1591	108,83	1,5988
12000	175	9,3927	5,1648	109,54	1,5975
12045	176	9,3964	5,1705	109,75	1,6036
12112	176	9,4020	5,1705	110,05	1,5992
12198	177	9,4090	5,1761	110,44	1,6026
12450	179	9,4295	5,1874	111,58	1,6042
12500	179	9,4335	5,1874	111,80	1,6010
12696	181	9,4490	5,1985	112,68	1,6064
12750	181	9,4533	5,1985	112,92	1,6030
12800	182	9,4572	5,2040	113,14	1,6087
12946	183	9,4685	5,2095	113,78	1,6084
12950	183	9,4689	5,2095	113,80	1,6081
13000	183	9,4727	5,2095	114,02	1,6050
13030	183	9,4750	5,2095	114,15	1,6032
13055	184	9,4769	5,2149	114,26	1,6104
13165	184	9,4853	5,2149	114,74	1,6036
13200	185	9,4880	5,2204	114,89	1,6102
13218	185	9,4893	5,2204	114,97	1,6091
13500	187	9,5104	5,2311	116,19	1,6094
13736	189	9,5278	5,2417	117,20	1,6126
13902	190	9,5398	5,2470	117,91	1,6114
14250	193	9,5645	5,2627	119,37	1,6168
14350	193	9,5715	5,2627	119,79	1,6111
15000	198	9,6158	5,2883	122,47	1,6167
15130	199	9,6244	5,2933	123,00	1,6178
15300	200	9,6356	5,2983	123,69	1,6169
15550	202	9,6518	5,3083	124,70	1,6199
15750	203	9,6646	5,3132	125,50	1,6175
15938	205	9,6765	5,3230	126,25	1,6238
16160	206	9,6903	5,3279	127,12	1,6205
16269	207	9,6970	5,3327	127,55	1,6229
16355	208	9,7023	5,3375	127,89	1,6264
16660	210	9,7208	5,3471	129,07	1,6270
17000	212	9,7410	5,3566	130,38	1,6260
17800	218	9,7870	5,3845	133,42	1,6340
18000	219	9,7981	5,3891	134,16	1,6323
18750	224	9,8389	5,4116	136,93	1,6359
19140	226	9,8595	5,4205	138,35	1,6336
19600	229	9,8833	5,4337	140,00	1,6357
19890	231	9,8980	5,4424	141,03	1,6379
20000	232	9,9035	5,4467	141,42	1,6405
20188	233	9,9128	5,4510	142,08	1,6399
20400	235	9,9233	5,4596	142,83	1,6453
21250	240	9,9641	5,4806	145,77	1,6464
21534	242	9,9774	5,4889	146,74	1,6491
21607	242	9,9808	5,4889	146,99	1,6463
22000	245	9,9988	5,5013	148,32	1,6518
22058	245	10,0014	5,5013	148,52	1,6496
22950	250	10,0411	5,5215	151,49	1,6502
23400	253	10,0605	5,5334	152,97	1,6539
23750	255	10,0753	5,5413	154,11	1,6547
24000	257	10,0858	5,5491	154,92	1,6589
24225	258	10,0951	5,5530	155,64	1,6576
24473	259	10,1053	5,5568	156,44	1,6556
24650	260	10,1125	5,5607	157,00	1,6560
24684	261	10,1139	5,5645	157,11	1,6612
24862	262	10,1211	5,5683	157,68	1,6616
24874	262	10,1216	5,5683	157,71	1,6612
25000	262	10,1266	5,5683	158,11	1,6570
25330	264	10,1397	5,5759	159,15	1,6588
25334	264	10,1399	5,5759	159,17	1,6586
25420	265	10,1433	5,5797	159,44	1,6621
25500	265	10,1464	5,5797	159,69	1,6595
25950	268	10,1639	5,5910	161,09	1,6637
26000	268	10,1659	5,5910	161,25	1,6621
26362	270	10,1797	5,5984	162,36	1,6629
27000	274	10,2036	5,6131	164,32	1,6675
27200	275	10,2110	5,6168	164,92	1,6674
27625	277	10,2265	5,6240	166,21	1,6666
27668	277	10,2280	5,6240	166,34	1,6653
28000	279	10,2400	5,6312	167,33	1,6673
28500	282	10,2577	5,6419	168,82	1,6704
28792	284	10,2679	5,6490	169,68	1,6737
29000	285	10,2751	5,6525	170,29	1,6736
29040	285	10,2764	5,6525	170,41	1,6724
29250	286	10,2836	5,6560	171,03	1,6723
29263	286	10,2841	5,6560	171,06	1,6719
29325	286	10,2862	5,6560	171,25	1,6701
29750	289	10,3006	5,6664	172,48	1,6755
29800	289	10,3023	5,6664	172,63	1,6741
30000	290	10,3090	5,6699	173,21	1,6743
30600	293	10,3288	5,6802	174,93	1,6750
31014	295	10,3422	5,6870	176,11	1,6751
31450	298	10,3562	5,6971	177,34	1,6804
31875	300	10,3696	5,7038	178,54	1,6803
32000	300	10,3735	5,7038	178,89	1,6771
32130	301	10,3775	5,7071	179,25	1,6792
32300	302	10,3828	5,7104	179,72	1,6804
32500	303	10,3890	5,7137	180,28	1,6807
32550	303	10,3905	5,7137	180,42	1,6795
33150	306	10,4088	5,7236	182,07	1,6807
33235	307	10,4114	5,7268	182,30	1,6840
33507	308	10,4195	5,7301	183,05	1,6826
33830	310	10,4291	5,7366	183,93	1,6854
34000	311	10,4341	5,7398	184,39	1,6866
34500	313	10,4487	5,7462	185,74	1,6851
34845	315	10,4587	5,7526	186,67	1,6875
35000	316	10,4631	5,7557	187,08	1,6891
36000	321	10,4913	5,7714	189,74	1,6918
36550	323	10,5064	5,7777	191,18	1,6895
37000	325	10,5187	5,7838	192,35	1,6896
37191	326	10,5238	5,7869	192,85	1,6904
37400	327	10,5294	5,7900	193,39	1,6909
37500	328	10,5321	5,7930	193,65	1,6938
37800	329	10,5401	5,7961	194,42	1,6922
38000	330	10,5453	5,7991	194,94	1,6929
38208	331	10,5508	5,8021	195,47	1,6934
38250	331	10,5519	5,8021	195,58	1,6924
39000	335	10,5713	5,8141	197,48	1,6963
39100	336	10,5739	5,8171	197,74	1,6992
39420	337	10,5820	5,8201	198,54	1,6974
39650	338	10,5878	5,8230	199,12	1,6974
39780	339	10,5911	5,8260	199,45	1,6997
39800	339	10,5916	5,8260	199,50	1,6993
40000	340	10,5966	5,8289	200,00	1,7000
40524	342	10,6096	5,8348	201,31	1,6989
40994	344	10,6212	5,8406	202,47	1,6990
41586	347	10,6355	5,8493	203,93	1,7016
42424	351	10,6555	5,8608	205,97	1,7041
42500	351	10,6573	5,8608	206,16	1,7026
42542	351	10,6582	5,8608	206,26	1,7018
43000	354	10,6690	5,8693	207,36	1,7071
43095	354	10,6712	5,8693	207,59	1,7053
43350	355	10,6771	5,8721	208,21	1,7050
43754	357	10,6863	5,8777	209,17	1,7067
44000	358	10,6919	5,8805	209,76	1,7067
44200	359	10,6965	5,8833	210,24	1,7076
44433	360	10,7017	5,8861	210,79	1,7078
44625	361	10,7060	5,8889	211,25	1,7089
44880	362	10,7117	5,8916	211,85	1,7088
44950	362	10,7133	5,8916	212,01	1,7074
45000	362	10,7144	5,8916	212,13	1,7065
45148	363	10,7177	5,8944	212,48	1,7084
45687	365	10,7296	5,8999	213,75	1,7076
45904	366	10,7343	5,9026	214,25	1,7083
45992	367	10,7362	5,9054	214,46	1,7113
46262	368	10,7421	5,9081	215,09	1,7109
46647	370	10,7504	5,9135	215,98	1,7131
46800	370	10,7536	5,9135	216,33	1,7103
47675	374	10,7722	5,9243	218,35	1,7129
48807	379	10,7956	5,9375	220,92	1,7155
48925	380	10,7980	5,9402	221,19	1,7180
49300	381	10,8057	5,9428	222,04	1,7159
49342	381	10,8065	5,9428	222,13	1,7152
49725	383	10,8143	5,9480	222,99	1,7176
49911	384	10,8180	5,9506	223,41	1,7188
49972	384	10,8192	5,9506	223,54	1,7178
50000	384	10,8198	5,9506	223,61	1,7173
50050	384	10,8208	5,9506	223,72	1,7164
50184	385	10,8235	5,9532	224,02	1,7186
50528	386	10,8303	5,9558	224,78	1,7172
50700	387	10,8337	5,9584	225,17	1,7187
51000	388	10,8396	5,9610	225,83	1,7181
51566	391	10,8506	5,9687	227,08	1,7218
52000	392	10,8590	5,9713	228,04	1,7190
52274	394	10,8643	5,9764	228,64	1,7233
52500	395	10,8686	5,9789	229,13	1,7239
52603	395	10,8705	5,9789	229,35	1,7222
52700	395	10,8724	5,9789	229,56	1,7206
52800	396	10,8743	5,9814	229,78	1,7234
53115	397	10,8802	5,9839	230,47	1,7226
53125	397	10,8804	5,9839	230,49	1,7224
53749	400	10,8921	5,9915	231,84	1,7253
54005	401	10,8968	5,9940	232,39	1,7255
54108	401	10,8987	5,9940	232,61	1,7239
54426	402	10,9046	5,9965	233,29	1,7231
54845	404	10,9123	6,0014	234,19	1,7251
55250	406	10,9196	6,0064	235,05	1,7273
55411	406	10,9225	6,0064	235,40	1,7248
55662	407	10,9271	6,0088	235,93	1,7251
56189	410	10,9365	6,0162	237,04	1,7296
56514	411	10,9422	6,0186	237,73	1,7289
56521	411	10,9424	6,0186	237,74	1,7288
57420	414	10,9581	6,0259	239,62	1,7277
58000	417	10,9682	6,0331	240,83	1,7315
58049	417	10,9690	6,0331	240,93	1,7308
58416	418	10,9753	6,0355	241,69	1,7295
58500	419	10,9768	6,0379	241,87	1,7324
58578	419	10,9781	6,0379	242,03	1,7312
58790	420	10,9817	6,0403	242,47	1,7322
58902	420	10,9836	6,0403	242,70	1,7306
59040	421	10,9860	6,0426	242,98	1,7326
59445	422	10,9928	6,0450	243,81	1,7308
59500	423	10,9937	6,0474	243,93	1,7341
60000	425	11,0021	6,0521	244,95	1,7351
60634	427	11,0126	6,0568	246,24	1,7341
60666	427	11,0131	6,0568	246,30	1,7336
61886	432	11,0330	6,0684	248,77	1,7366
62000	432	11,0349	6,0684	249,00	1,7350
62120	433	11,0368	6,0707	249,24	1,7373
62500	434	11,0429	6,0730	250,00	1,7360
63452	438	11,0580	6,0822	251,90	1,7388
64316	441	11,0716	6,0890	253,61	1,7389
64523	442	11,0748	6,0913	254,01	1,7401
65000	444	11,0821	6,0958	254,95	1,7415
65189	444	11,0850	6,0958	255,32	1,7390
65485	446	11,0896	6,1003	255,90	1,7429
66105	448	11,0990	6,1048	257,11	1,7425
66487	449	11,1048	6,1070	257,85	1,7413
66495	449	11,1049	6,1070	257,87	1,7412
68000	455	11,1273	6,1203	260,77	1,7448
68725	458	11,1379	6,1269	262,15	1,7471
68915	458	11,1406	6,1269	262,52	1,7447
69296	460	11,1461	6,1312	263,24	1,7474
70000	462	11,1563	6,1356	264,58	1,7462
71334	467	11,1751	6,1463	267,08	1,7485
73082	473	11,1993	6,1591	270,34	1,7497
74588	479	11,2197	6,1717	273,11	1,7539
74650	479	11,2206	6,1717	273,22	1,7532
74800	479	11,2226	6,1717	273,50	1,7514
75603	482	11,2333	6,1779	274,96	1,7530
75666	482	11,2341	6,1779	275,07	1,7523
76139	484	11,2403	6,1821	275,93	1,7540
76500	485	11,2450	6,1841	276,59	1,7535
77350	488	11,2561	6,1903	278,12	1,7546
80000	497	11,2898	6,2086	282,84	1,7572
85000	514	11,3504	6,2422	291,55	1,7630
87750	523	11,3822	6,2596	296,23	1,7655
88000	524	11,3851	6,2615	296,65	1,7664
88945	527	11,3958	6,2672	298,24	1,7671
89575	529	11,4028	6,2710	299,29	1,7675
90000	531	11,4076	6,2748	300,00	1,7700
90509	532	11,4132	6,2766	300,85	1,7683
91000	534	11,4186	6,2804	301,66	1,7702
95469	548	11,4666	6,3063	308,98	1,7736
97500	555	11,4876	6,3190	312,25	1,7774
97750	555	11,4902	6,3190	312,65	1,7751
99450	561	11,5074	6,3297	315,36	1,7789
100000	562	11,5129	6,3315	316,23	1,7772
102000	568	11,5327	6,3421	319,37	1,7785
106481	582	11,5757	6,3665	326,31	1,7836
106749	583	11,5782	6,3682	326,72	1,7844
106916	583	11,5798	6,3682	326,98	1,7830
107335	585	11,5837	6,3716	327,62	1,7856
109178	590	11,6007	6,3801	330,42	1,7856
109364	591	11,6024	6,3818	330,70	1,7871
110500	594	11,6128	6,3869	332,42	1,7869
110775	595	11,6153	6,3886	332,83	1,7877
112316	599	11,6291	6,3953	335,14	1,7873
114750	607	11,6505	6,4085	338,75	1,7919
115000	607	11,6527	6,4085	339,12	1,7899
116025	610	11,6616	6,4135	340,62	1,7908
117000	613	11,6699	6,4184	342,05	1,7921
119000	619	11,6869	6,4281	344,96	1,7944
120000	622	11,6952	6,4329	346,41	1,7956
124312	634	11,7305	6,4520	352,58	1,7982
125587	637	11,7408	6,4568	354,38	1,7975
125783	638	11,7423	6,4583	354,66	1,7989
126277	639	11,7462	6,4599	355,35	1,7982
127500	643	11,7559	6,4661	357,07	1,8008
128445	645	11,7633	6,4693	358,39	1,7997
128663	646	11,7650	6,4708	358,70	1,8010
130000	650	11,7753	6,4770	360,56	1,8028
130324	651	11,7778	6,4785	361,00	1,8033
131155	653	11,7841	6,4816	362,15	1,8031
135000	663	11,8130	6,4968	367,42	1,8045
135132	664	11,8140	6,4983	367,60	1,8063
136500	667	11,8241	6,5028	369,46	1,8053
140000	677	11,8494	6,5177	374,17	1,8094
143786	687	11,8761	6,5323	379,19	1,8118
146250	693	11,8931	6,5410	382,43	1,8121
148750	700	11,9100	6,5511	385,68	1,8150
149175	701	11,9129	6,5525	386,23	1,8150
150000	703	11,9184	6,5554	387,30	1,8151
150025	703	11,9186	6,5554	387,33	1,8150
153000	711	11,9382	6,5667	391,15	1,8177
154300	714	11,9467	6,5709	392,81	1,8177
156655	720	11,9618	6,5793	395,80	1,8191
161500	732	11,9923	6,5958	401,87	1,8215
165750	743	12,0182	6,6107	407,12	1,8250
169160	751	12,0386	6,6214	411,29	1,8260
170000	753	12,0436	6,6241	412,31	1,8263
175000	765	12,0725	6,6399	418,33	1,8287
175500	766	12,0754	6,6412	418,93	1,8285
176500	769	12,0811	6,6451	420,12	1,8304
180000	777	12,1007	6,6554	424,26	1,8314
184300	787	12,1243	6,6682	429,30	1,8332
190000	800	12,1548	6,6846	435,89	1,8353
191250	803	12,1613	6,6884	437,32	1,8362
195000	812	12,1808	6,6995	441,59	1,8388
195500	813	12,1833	6,7007	442,15	1,8387
198900	821	12,2006	6,7105	445,98	1,8409
200000	823	12,2061	6,7130	447,21	1,8403
214200	855	12,2747	6,7511	462,82	1,8474
225000	878	12,3239	6,7776	474,34	1,8510
228199	885	12,3380	6,7856	477,70	1,8526
230000	889	12,3458	6,7901	479,58	1,8537
234000	898	12,3631	6,8002	483,74	1,8564
248625	928	12,4237	6,8330	498,62	1,8611
248630	928	12,4237	6,8330	498,63	1,8611
252000	935	12,4372	6,8405	502,00	1,8626
255000	941	12,4490	6,8469	504,98	1,8635
261800	955	12,4753	6,8617	511,66	1,8665
268469	968	12,5005	6,8752	518,14	1,8682
276250	983	12,5291	6,8906	525,59	1,8703
292500	1015	12,5862	6,9226	540,83	1,8767
292506	1015	12,5862	6,9226	540,84	1,8767
297500	1024	12,6032	6,9315	545,44	1,8774
298243	1026	12,6057	6,9334	546,12	1,8787
298350	1026	12,6060	6,9334	546,21	1,8784
300000	1029	12,6115	6,9363	547,72	1,8787
306000	1040	12,6313	6,9470	553,17	1,8801
308000	1044	12,6379	6,9508	554,98	1,8812
325000	1075	12,6916	6,9801	570,09	1,8857
333200	1090	12,7165	6,9939	577,23	1,8883
340000	1102	12,7367	7,0049	583,10	1,8899
350000	1120	12,7657	7,0211	591,61	1,8931
350874	1122	12,7682	7,0229	592,35	1,8942
351000	1122	12,7685	7,0229	592,45	1,8938
360000	1138	12,7939	7,0370	600,00	1,8967
382500	1176	12,8545	7,0699	618,47	1,9015
392000	1192	12,8790	7,0834	626,10	1,9039
400000	1205	12,8992	7,0942	632,46	1,9053
421200	1240	12,9509	7,1229	649,00	1,9106
425000	1246	12,9598	7,1277	651,92	1,9113
446250	1280	13,0086	7,1546	668,02	1,9161
450000	1286	13,0170	7,1593	670,82	1,9171
459282	1301	13,0374	7,1709	677,70	1,9197
467500	1313	13,0552	7,1801	683,74	1,9203
468000	1314	13,0562	7,1808	684,11	1,9208
491300	1350	13,1048	7,2079	700,93	1,9260
497267	1359	13,1169	7,2145	705,17	1,9272
500000	1363	13,1224	7,2174	707,11	1,9276
510000	1378	13,1422	7,2284	714,14	1,9296
525000	1400	13,1712	7,2442	724,57	1,9322
534140	1413	13,1884	7,2535	730,85	1,9334
540332	1422	13,1999	7,2598	735,07	1,9345
550000	1436	13,2177	7,2696	741,62	1,9363
569007	1463	13,2516	7,2882	754,33	1,9395
578000	1476	13,2673	7,2971	760,26	1,9414
585020	1486	13,2794	7,3038	764,87	1,9428
595000	1500	13,2963	7,3132	771,36	1,9446
600000	1507	13,3047	7,3179	774,60	1,9455
628400	1545	13,3509	7,3428	792,72	1,9490
637857	1558	13,3659	7,3512	798,66	1,9508
669420	1600	13,4142	7,3778	818,18	1,9556
696150	1635	13,4533	7,3994	834,36	1,9596
700000	1640	13,4588	7,4025	836,66	1,9602
714000	1658	13,4786	7,4134	844,99	1,9622
743750	1695	13,5195	7,4354	862,41	1,9654
744064	1696	13,5199	7,4360	862,59	1,9662
750420	1704	13,5284	7,4407	866,27	1,9671
765000	1722	13,5476	7,4512	874,64	1,9688
800000	1765	13,5924	7,4759	894,43	1,9733
819000	1788	13,6158	7,4889	904,99	1,9757
828750	1799	13,6277	7,4950	910,36	1,9761
840000	1813	13,6412	7,5027	916,52	1,9781
850000	1825	13,6530	7,5093	921,95	1,9795
875000	1854	13,6820	7,5251	935,41	1,9820
875369	1854	13,6824	7,5251	935,61	1,9816
892500	1874	13,7018	7,5358	944,72	1,9837
900000	1883	13,7102	7,5406	948,68	1,9849
975000	1968	13,7902	7,5848	987,42	1,9931
1000000	1995	13,8155	7,5984	1000,00	1,9950
1011670	2008	13,8271	7,6049	1005,82	1,9964
1050000	2050	13,8643	7,6256	1024,70	2,0006
1057577	2058	13,8715	7,6295	1028,39	2,0012
1105000	2108	13,9154	7,6535	1051,19	2,0053
1190200	2196	13,9896	7,6944	1090,96	2,0129
1200000	2206	13,9978	7,6989	1095,45	2,0138
1243125	2249	14,0331	7,7182	1114,96	2,0171
1244208	2250	14,0340	7,7187	1115,44	2,0171
1275000	2281	14,0585	7,7324	1129,16	2,0201
1300000	2305	14,0779	7,7428	1140,18	2,0216
1345609	2349	14,1124	7,7617	1160,00	2,0250
1404000	2405	14,1548	7,7853	1184,91	2,0297
1462500	2459	14,1957	7,8075	1209,34	2,0333
1487500	2482	14,2126	7,8168	1219,63	2,0350
1491750	2486	14,2155	7,8184	1221,37	2,0354
1493424	2488	14,2166	7,8192	1222,06	2,0359
1500000	2494	14,2210	7,8216	1224,74	2,0363
1583069	2569	14,2749	7,8513	1258,20	2,0418
1700000	2671	14,3461	7,8902	1303,84	2,0486
1740375	2706	14,3696	7,9032	1319,23	2,0512
1750000	2714	14,3751	7,9062	1322,88	2,0516
1755000	2719	14,3780	7,9080	1324,76	2,0524
1756969	2720	14,3791	7,9084	1325,51	2,0520
1907740	2846	14,4614	7,9537	1381,21	2,0605
1989000	2912	14,5031	7,9766	1410,32	2,0648
2000000	2921	14,5087	7,9797	1414,21	2,0655
2047500	2959	14,5321	7,9926	1430,91	2,0679
2088450	2992	14,5519	8,0037	1445,15	2,0704
2166460	3053	14,5886	8,0239	1471,89	2,0742
2210000	3086	14,6085	8,0346	1486,61	2,0759
2244400	3112	14,6239	8,0430	1498,13	2,0773
2340000	3185	14,6657	8,0662	1529,71	2,0821
2359260	3199	14,6739	8,0706	1535,99	2,0827
2457000	3271	14,7145	8,0929	1567,48	2,0868
2486250	3293	14,7263	8,0996	1576,78	2,0884
2548776	3338	14,7511	8,1131	1596,49	2,0908
2549150	3338	14,7513	8,1131	1596,61	2,0907
2600000	3375	14,7710	8,1242	1612,45	2,0931
2624375	3392	14,7804	8,1292	1619,99	2,0938
2775600	3498	14,8364	8,1599	1666,01	2,0996
2925000	3601	14,8888	8,1890	1710,26	2,1055
2975000	3634	14,9058	8,1981	1724,82	2,1069
2983500	3640	14,9086	8,1997	1727,28	2,1074
2999000	3650	14,9138	8,2025	1731,76	2,1077
3087500	3709	14,9429	8,2185	1757,13	2,1108
3176875	3768	14,9714	8,2343	1782,38	2,1140
3480750	3962	15,0628	8,2845	1865,68	2,1236
3500000	3974	15,0683	8,2875	1870,83	2,1242
3510000	3980	15,0711	8,2890	1873,50	2,1244
3638000	4060	15,1069	8,3089	1907,35	2,1286
3729375	4115	15,1318	8,3224	1931,16	2,1308
3737500	4120	15,1339	8,3236	1933,26	2,1311
4095000	4333	15,2253	8,3740	2023,61	2,1412
4280000	4439	15,2695	8,3982	2068,82	2,1457
4387500	4500	15,2943	8,4118	2094,64	2,1483
4475250	4549	15,3141	8,4227	2115,48	2,1503
4500000	4563	15,3196	8,4257	2121,32	2,1510
4680000	4663	15,3588	8,4474	2163,33	2,1555
4972500	4821	15,4194	8,4807	2229,91	2,1620
5265000	4975	15,4766	8,5122	2294,56	2,1682
5850000	5272	15,5820	8,5702	2418,68	2,1797
5967000	5329	15,6018	8,5809	2442,74	2,1816
6630000	5647	15,7071	8,6389	2574,88	2,1931
7020000	5828	15,7643	8,6704	2649,53	2,1996
7444841	6019	15,8230	8,7027	2728,52	2,2060
7800000	6175	15,8696	8,7283	2792,85	2,2110
8358900	6415	15,9388	8,7664	2891,18	2,2188
8758637	6582	15,9856	8,7921	2959,50	2,2240
9834000	7015	16,1014	8,8558	3135,92	2,2370
9859613	7025	16,1040	8,8572	3140,00	2,2373
11364647	7595	16,2460	8,9352	3371,15	2,2529
13016087	8184	16,3817	9,0099	3607,78	2,2684
13374750	8307	16,4089	9,0249	3657,15	2,2714
13547893	8366	16,4217	9,0319	3680,75	2,2729
13731287	8428	16,4352	9,0393	3705,58	2,2744
13751300	8435	16,4366	9,0401	3708,27	2,2746
13819107	8458	16,4416	9,0429	3717,41	2,2752
14835600	8795	16,5125	9,0819	3851,70	2,2834
15735000	9084	16,5714	9,1143	3966,74	2,2900
15783140	9099	16,5745	9,1159	3972,80	2,2903
16178000	9224	16,5992	9,1296	4022,19	2,2933
16453820	9310	16,6161	9,1388	4056,33	2,2952
16547327	9339	16,6217	9,1420	4067,84	2,2958
16628040	9364	16,6266	9,1446	4077,75	2,2964
17053987	9495	16,6519	9,1585	4129,65	2,2992
17850000	9736	16,6975	9,1836	4224,93	2,3044
18568400	9950	16,7370	9,2053	4309,11	2,3091
19324750	10171	16,7769	9,2273	4395,99	2,3137
19562400	10240	16,7891	9,2341	4422,94	2,3152
20944000	10631	16,8574	9,2715	4576,46	2,3230
21000000	10647	16,8600	9,2730	4582,58	2,3234
21296793	10729	16,8741	9,2807	4614,84	2,3249
22735000	11122	16,9394	9,3167	4768,12	2,3326
23574750	11346	16,9757	9,3366	4855,38	2,3368
24141200	11495	16,9994	9,3497	4913,37	2,3395
24640000	11625	17,0199	9,3609	4963,87	2,3419
24684800	11637	17,0217	9,3619	4968,38	2,3422
26217300	12029	17,0819	9,3951	5120,28	2,3493
26969240	12217	17,1102	9,4106	5193,19	2,3525
27317500	12304	17,1230	9,4177	5226,61	2,3541
27619493	12379	17,1340	9,4238	5255,43	2,3555
27735000	12407	17,1382	9,4260	5266,40	2,3559
29120607	12744	17,1870	9,4528	5396,35	2,3616
35057133	14113	17,3725	9,5549	5920,91	2,3836
36985053	14535	17,4260	9,5843	6081,53	2,3900
37404600	14625	17,4373	9,5905	6115,93	2,3913
37942640	14741	17,4516	9,5984	6159,76	2,3931
38222840	14801	17,4589	9,6025	6182,46	2,3940
39619280	15096	17,4948	9,6222	6294,38	2,3983
39647113	15101	17,4955	9,6225	6296,60	2,3983
41230173	15430	17,5347	9,6441	6421,07	2,4030
41235513	15431	17,5348	9,6441	6421,49	2,4030
47915713	16760	17,6850	9,7268	6922,12	2,4212
48901133	16948	17,7053	9,7379	6992,93	2,4236
48944493	16957	17,7062	9,7384	6996,03	2,4238
49360380	17036	17,7147	9,7431	7025,69	2,4248
49985880	17154	17,7273	9,7500	7070,07	2,4263
51738120	17482	17,7617	9,7689	7192,92	2,4304
52215667	17571	17,7709	9,7740	7226,04	2,4316
53450447	17798	17,7943	9,7868	7310,98	2,4344
54178013	17931	17,8078	9,7943	7360,57	2,4361
